Time,Temperature (° F),,,Dew Point (° F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (Hg),,
03-11-2017,79,71.4,66,68,66.2,63,100,85.6,57,13,6.1,2,26.9,26.8,26.8
04-11-2017,75,70.4,66,72,68.9,66,100,94.9,78,13,7.8,5,26.9,26.9,26.8
05-11-2017,77,68.5,0,73,67.7,0,100,95.2,0,10,6,0,26.9,26.3,0
06-11-2017,79,71,66,73,69.6,66,100,95.5,69,13,7.5,2,26.9,26.9,26.8
07-11-2017,79,69.8,66,72,68.6,66,100,96.1,69,14,6,1,26.9,26.9,26.8
08-11-2017,79,70.8,66,70,66.1,61,100,87.3,57,13,5.3,0,27,26.9,26.8
09-11-2017,79,70,63,70,63.3,55,100,82.4,44,12,4.5,0,26.9,26.9,26.8
10-11-2017,79,70.2,63,70,63.8,57,100,83.2,50,7,2.9,0,26.9,26.9,26.8
11-11-2017,75,66.7,59,68,64.1,59,100,92.3,69,10,4.5,0,26.9,26.9,26.8
12-11-2017,79,69.1,57,68,62.4,57,100,81.7,50,9,3.6,0,26.9,26.8,26.8
13-11-2017,81,73.4,68,70,66.2,61,100,80.2,54,14,6.4,0,26.9,26.8,26.7
14-11-2017,79,73,64,72,69,63,100,88.2,57,9,3.7,0,26.8,26.8,26.7
15-11-2017,82,74.1,68,73,68.8,63,100,85.6,51,9,4.8,0,26.9,26.8,26.7
16-11-2017,82,74.4,66,72,68.8,63,100,84.3,51,8,4,0,26.9,26.8,26.8
17-11-2017,84,73.9,68,73,70.7,63,100,90.7,48,9,3.8,0,26.9,26.8,26.8
18-11-2017,84,73.9,68,73,69.4,63,100,87.6,51,9,5.3,1,26.9,26.9,26.8
19-11-2017,84,73.8,66,73,68.6,63,100,86.3,48,9,4.7,0,26.9,26.9,26.8
20-11-2017,82,74.3,66,73,68,63,100,83.3,51,10,5.6,0,27,26.9,26.8
21-11-2017,84,73.7,66,73,68.5,63,100,85.9,51,13,6.4,1,26.9,26.9,26.8
22-11-2017,82,71,63,72,64.5,57,100,83.4,42,16,6.8,0,26.9,26.9,26.8
23-11-2017,84,73.2,61,70,64,57,100,77,42,10,4.7,0,26.9,26.9,26.8
24-11-2017,82,73.2,64,70,65,59,100,79,45,12,3.9,0,27,26.9,26.8
25-11-2017,79,69.4,61,72,64.1,59,100,85.3,51,13,5.3,0,27,26.9,26.9
26-11-2017,79,70.5,61,72,67.5,61,100,90.8,65,13,6.5,2,27,26.9,26.9
27-11-2017,77,69.8,64,72,68.1,64,100,94.2,78,12,5,0,27,26.9,26.9
28-11-2017,82,70.8,63,70,64.1,57,100,82.8,42,9,5.6,2,27,26.9,26.8
29-11-2017,81,71.1,63,68,63.6,55,100,80.2,44,13,8.6,3,27,26.9,26.9
30-11-2017,77,69.5,66,73,69.2,66,100,98.7,89,16,9.9,6,26.9,26.9,26.8
01-12-2017,72,68.4,64,72,68.4,64,100,100,100,17,12,6,26.9,26.8,26.8
02-12-2017,72,67.4,64,68,66.3,64,100,96.7,83,13,7.1,1,26.9,26.9,26.8
03-12-2017,75,68,64,72,67,64,100,96.7,78,12,6.5,2,26.9,26.9,26.9
04-12-2017,79,68,64,70,66.1,63,100,94.7,57,9,5.2,0,26.9,26.9,26.8
05-12-2017,77,68.9,63,70,65.7,63,100,90.7,61,9,5.3,1,26.9,26.9,26.8
06-12-2017,81,72,64,73,66.5,61,100,85.2,51,6,3.3,0,26.9,26.9,26.8
07-12-2017,82,70.5,57,72,62.8,57,100,79.1,45,10,3.8,0,26.9,26.9,26.8
08-12-2017,84,70.2,55,64,53.3,43,100,63.1,23,12,3.9,0,26.9,26.9,26.8
09-12-2017,82,69.7,57,66,56.9,50,100,69.3,32,9,3.3,0,26.9,26.9,26.8
10-12-2017,82,69.4,57,68,57.9,52,100,71.9,35,10,3.7,0,27,26.9,26.8
11-12-2017,84,71,57,66,59,52,100,71.7,33,6,2.5,0,27,26.9,26.9
12-12-2017,82,71.8,59,70,64.7,55,100,82.1,42,7,3.6,0,27,26.9,26.9
13-12-2017,82,70.4,64,73,64.8,59,100,85.8,45,8,4.5,0,27,26.9,26.9
14-12-2017,82,70.3,61,70,61.4,54,100,78.8,37,10,5.4,0,27,26.9,26.9
15-12-2017,81,70.7,63,68,62.4,57,100,79.2,45,14,7.5,2,27,27,26.9
16-12-2017,79,68.7,61,68,62.6,57,100,83.9,47,15,8.2,2,27,27,26.9
17-12-2017,79,67.4,57,66,57.4,46,100,75.7,32,17,8.3,0,27.1,27,26.9
18-12-2017,77,65.5,55,64,57.5,54,100,78.8,44,14,5.9,0,27.1,27,26.9
19-12-2017,79,67.6,54,66,60,54,100,80.5,44,14,6.9,0,27,27,26.9
20-12-2017,81,67.6,57,66,58.9,54,100,78,39,9,4.8,0,27,27,26.9
21-12-2017,81,69.2,59,68,59.6,46,100,77,34,12,6.2,0,27,27,26.9
22-12-2017,81,69.8,61,66,58.5,46,100,74,30,14,6.4,1,27,26.9,26.9
23-12-2017,79,67.4,57,66,57.2,50,100,74.6,36,13,6.2,0,27,26.9,26.8
24-12-2017,81,67.7,57,64,57.6,50,100,75.5,34,14,6.5,1,27,26.9,26.8
25-12-2017,77,68.2,61,66,63,59,100,85.2,54,9,4.4,0,27,26.9,26.9
26-12-2017,82,67.9,57,68,55,41,100,71.6,24,10,5.6,0,27,26.9,26.9
27-12-2017,81,65.5,1,63,54,-15,100,72.1,32,10,5.3,0,27,26.9,26.8
28-12-2017,77,64,54,61,53.2,46,100,74,34,14,7.2,3,27,26.9,26.9
29-12-2017,79,66.3,52,63,54.8,46,100,72.3,34,10,5.2,0,27,26.9,26.9
30-12-2017,79,67.5,57,66,58.5,52,100,76.9,41,10,4.9,0,27,26.9,26.8
31-12-2017,81,70.2,59,66,54.8,48,100,62.7,34,12,4,0,26.9,26.9,26.8
01-01-2018,82,70.3,57,66,58.4,50,100,70.9,32,8,3.4,0,26.9,26.8,26.8
02-01-2018,82,70.9,61,68,60.6,52,100,75.1,37,7,4.3,0,26.9,26.8,26.8
03-01-2018,81,70.7,61,68,60.2,52,100,73.8,37,8,4.7,1,26.9,26.9,26.8
04-01-2018,81,68.2,55,64,58.5,52,100,75.9,37,9,5.2,2,27,26.9,26.8
05-01-2018,79,66.5,55,61,54.5,48,100,70.3,34,9,3.8,0,26.9,26.9,26.8
06-01-2018,79,66.4,55,61,54,50,100,69.4,36,6,3.4,0,26.9,26.9,26.8
07-01-2018,79,65.8,55,61,51.6,45,100,65.7,32,8,4.1,0,26.9,26.9,26.8
08-01-2018,79,65.7,54,61,52.4,43,100,69,28,12,6,0,27,26.9,26.8
09-01-2018,81,68.7,57,68,58.6,46,100,76.1,30,12,7.2,3,27,26.9,26.9
10-01-2018,82,70.3,63,68,61.9,55,100,78.3,42,15,7.4,1,27,27,26.9
11-01-2018,84,72.3,61,68,64.2,61,100,78.8,45,12,6.4,1,27,26.9,26.9
12-01-2018,82,71.6,61,66,61.8,57,100,75.5,42,12,5.6,0,27,26.9,26.9
13-01-2018,86,70.3,55,68,53.4,45,100,63.1,25,13,4.9,0,27,26.9,26.9
14-01-2018,86,69.4,55,64,53.9,43,100,67.1,23,14,5.5,0,27,26.9,26.9
15-01-2018,84,70.8,55,64,54.3,45,100,63.7,26,10,5.2,0,27,26.9,26.9
16-01-2018,82,69.9,59,64,56.6,48,100,69,32,12,4.6,0,27,26.9,26.8
17-01-2018,81,67.8,57,64,53,45,100,65.3,30,10,5,0,27,26.9,26.8
18-01-2018,81,60.3,0,59,44.8,0,100,56,0,14,4.5,0,27,24.1,0
19-01-2018,81,65.4,50,59,50.3,41,100,66,26,13,5.3,0,27,26.9,26.9
20-01-2018,81,63,0,59,47.3,0,100,61.8,0,9,4.2,0,27,25.8,0
21-01-2018,82,64.8,0,61,48.2,0,100,62.6,0,8,4.2,0,26.9,26.3,0
22-01-2018,81,67,57,63,55.3,45,100,73,28,9,5.7,2,26.9,26.9,26.8
23-01-2018,84,70.4,61,64,59.5,50,100,73.6,32,7,4.6,0,26.9,26.8,26.8
24-01-2018,82,70.6,59,66,58.8,52,100,71.8,35,7,3.1,0,26.9,26.8,26.8
25-01-2018,82,70.2,59,63,54.2,46,100,62.4,28,8,3.5,0,26.9,26.8,26.8
26-01-2018,81,68.5,57,59,52.7,46,100,63.6,30,9,4.2,0,26.9,26.9,26.8
27-01-2018,82,68.4,57,61,53.9,46,100,66.2,28,7,3.1,0,26.9,26.9,26.8
28-01-2018,81,66.7,0,63,53,0,100,65.5,0,9,4.9,0,27,26.9,26.8
29-01-2018,82,69.1,57,63,55.5,48,100,68.2,30,12,6.8,2,27,26.9,26.8
30-01-2018,82,68.1,55,63,53.6,46,100,66.5,28,13,5.5,0,27,26.9,26.9
31-01-2018,82,70.1,54,63,47.4,36,100,51.2,19,10,5.2,0,27,26.9,26.9
01-02-2018,84,67.3,50,55,42.2,34,100,48.5,16,15,4.8,0,27,26.9,26.9
02-02-2018,84,62.5,0,52,38.7,0,100,43.2,0,13,5.7,0,27,26.4,0
03-02-2018,82,68.6,50,54,44.1,36,94,48.5,19,12,5.7,0,27,26.9,26.8
04-02-2018,82,67.2,50,57,45.7,32,100,55.5,17,10,4.7,1,27,26.9,26.9
05-02-2018,82,68.3,52,61,49.8,32,100,61.5,17,9,4.9,0,27,26.9,26.9
06-02-2018,86,73.5,61,70,61.3,54,100,71.6,33,10,5.6,0,27,26.9,26.9
07-02-2018,82,71.2,66,72,66.7,63,100,87.7,51,13,5.8,0,27,26.9,26.9
08-02-2018,82,72.3,64,70,60.6,50,100,71.5,32,8,3.8,0,27,26.9,26.8
09-02-2018,90,74.1,63,72,64.7,54,100,78,31,14,4.4,0,26.9,26.9,26.8
10-02-2018,84,73.4,64,73,60.7,50,100,71.3,30,14,5.8,0,27,26.9,26.9
11-02-2018,84,72.5,63,68,57.2,45,100,66.1,26,15,8.3,1,27,26.9,26.9
12-02-2018,82,71.9,63,68,60,46,100,72,28,12,7,3,27,27,26.9
13-02-2018,84,70.7,0,66,55.7,0,100,65.4,0,10,6.4,0,27.1,26.4,0
14-02-2018,84,71.4,63,66,60.8,50,100,74.5,32,13,8,0,27.1,27,26.9
15-02-2018,84,72.3,61,68,60.6,52,100,72.5,33,14,7.9,2,27.1,27,27
16-02-2018,84,71.4,57,63,46.6,30,100,51.3,14,10,4.9,0,27.1,27,26.9
17-02-2018,86,71.3,57,64,52.3,37,100,60.1,19,12,4.4,0,27,26.9,26.8
18-02-2018,86,70.5,57,66,51.5,37,100,61.7,18,12,6.7,1,26.9,26.9,26.8
19-02-2018,86,72.2,55,64,49.5,28,100,57.4,13,13,6.7,0,26.9,26.9,26.8
20-02-2018,86,72,59,64,51.1,37,100,56.9,18,14,5.9,0,27,26.9,26.8
21-02-2018,86,72.5,59,63,48,30,100,52.2,13,14,6.7,0,26.9,26.9,26.8
22-02-2018,88,73.1,57,63,47.5,34,100,50.2,15,13,5.6,0,26.9,26.9,26.8
23-02-2018,86,70.9,55,59,44.7,30,100,48.4,13,15,5.9,0,26.9,26.9,26.8
24-02-2018,86,70.9,55,64,54.9,43,100,65.4,22,13,8,0,27,26.9,26.8
25-02-2018,86,72.6,59,66,52.8,37,100,59.9,19,13,6.7,0,27,26.9,26.9
26-02-2018,88,73.7,59,66,47.3,30,100,50.1,13,10,4.9,0,27,26.9,26.8
27-02-2018,90,73.4,57,61,44,28,100,44.1,11,16,7.8,0,26.9,26.9,26.8
28-02-2018,88,75.8,54,57,38.1,23,100,36.2,9,14,7.2,0,27,26.9,26.8
01-03-2018,88,73.3,57,66,43.6,30,100,44.5,13,16,6.3,0,26.9,26.9,26.8
02-03-2018,90,73.9,55,57,41.9,27,100,41.6,10,14,6.3,0,26.9,26.9,26.8
03-03-2018,90,74.3,55,55,37,23,94,34,9,13,5.5,0,26.9,26.9,26.8
04-03-2018,90,74.3,55,55,40.2,28,88,37.2,11,14,5.8,0,26.9,26.9,26.8
05-03-2018,90,72.7,0,57,36.2,0,88,35.1,0,13,5.3,0,26.9,26.9,26.8
06-03-2018,90,74,55,57,35.9,10,100,37.8,5,12,5.8,0,26.9,26.9,26.8
07-03-2018,90,73.8,54,63,46.3,23,100,49.5,9,14,6.7,0,26.9,26.9,26.8
08-03-2018,90,73.3,57,63,43.1,28,100,43.2,12,15,6.8,0,27,26.9,26.8
09-03-2018,90,75.5,55,59,44.6,27,100,43.5,10,16,6.8,0,27,26.9,26.8
10-03-2018,90,73.5,0,61,47.1,0,100,44.9,0,14,5.6,0,26.9,26.4,0
11-03-2018,91,75.3,61,64,47.5,28,100,49.2,12,17,7.4,0,27,26.9,26.8
12-03-2018,90,77.3,61,68,54.8,36,100,53.2,19,17,9,0,27,26.9,26.8
13-03-2018,88,78.3,66,66,56.1,50,100,48.5,29,15,9.5,0,27,26.9,26.8
14-03-2018,88,79.2,70,73,58.7,48,100,53.1,25,17,9.5,3,26.9,26.9,26.8
15-03-2018,90,77.5,70,73,66,52,100,74.7,31,22,8.1,2,26.9,26.9,26.8
16-03-2018,86,74.4,66,73,67.2,61,100,82,45,22,5.1,0,26.9,26.8,26.8
17-03-2018,84,72.4,68,73,69.5,63,100,92,48,14,5.1,0,26.9,26.9,26.8
18-03-2018,84,74.6,64,73,66.9,63,100,79.3,48,12,5.9,2,26.9,26.9,26.8
19-03-2018,88,75.3,64,66,53.9,37,100,56.4,18,12,5.3,0,27,26.9,26.9
20-03-2018,90,77,63,66,55.7,45,100,54.9,21,9,4.7,1,27,26.9,26.8
21-03-2018,91,80.5,66,73,60.1,52,100,54.8,26,12,5.6,1,26.9,26.9,26.8
22-03-2018,90,79.9,70,73,61.6,52,100,59.4,27,10,5.1,0,26.9,26.8,26.8
23-03-2018,91,80.4,70,73,58,46,100,53.7,21,13,5.1,0,26.9,26.8,26.8
24-03-2018,91,79.6,68,73,62,52,100,61.2,26,13,5.9,1,26.9,26.9,26.8
25-03-2018,91,78.1,66,73,56.6,43,100,56.1,21,15,6.7,0,27,26.9,26.9
26-03-2018,90,77.7,64,70,52.7,36,100,50.2,15,15,5.8,0,27,26.9,26.9
27-03-2018,91,78,66,68,58.5,45,100,58.9,20,12,4.2,0,27,26.9,26.8
28-03-2018,91,80.3,66,73,62.8,52,100,60.1,27,12,5.3,0,26.9,26.9,26.8
29-03-2018,91,80.9,72,75,67.8,55,100,68.4,33,13,6,1,26.9,26.9,26.8
30-03-2018,91,77.4,70,77,70.1,59,100,80.1,36,18,7.5,0,26.9,26.8,26.8
31-03-2018,91,78,70,75,67.4,55,100,72.6,36,21,7.6,0,26.9,26.8,26.8
01-04-2018,91,79.5,66,73,65.7,57,100,67.5,33,10,5.2,1,26.9,26.8,26.7
02-04-2018,90,72.1,0,75,65.1,0,100,78.5,0,18,5.8,0,26.9,26.9,26.8
03-04-2018,90,77.8,66,75,65.1,48,100,70.8,24,10,3.7,0,26.9,26.8,26.8
04-04-2018,91,77.9,64,72,60.6,48,100,62.1,24,12,4.4,0,26.9,26.8,26.7
05-04-2018,91,78.5,64,68,59.4,50,100,58,24,12,5.8,0,26.9,26.8,26.7
06-04-2018,91,79.1,66,72,57.2,48,100,53.4,23,12,4.6,0,26.9,26.8,26.8
07-04-2018,90,77.8,66,70,61,54,100,62.2,29,12,4.6,0,26.9,26.9,26.8
08-04-2018,90,78,66,73,60.8,46,100,63.9,22,13,7.7,1,26.9,26.9,26.8
09-04-2018,90,77.5,66,72,61.1,52,100,63,27,13,6.8,1,26.9,26.9,26.8
10-04-2018,90,78.3,64,73,62.2,52,100,64.2,27,12,7.4,0,26.9,26.8,26.8
11-04-2018,90,79.4,70,73,61.8,48,100,62.8,24,9,6.1,3,26.9,26.8,26.8
12-04-2018,91,80.3,72,73,63.1,52,100,61.8,26,9,5.5,0,26.9,26.8,26.8
13-04-2018,91,80.6,72,75,63.6,52,100,63.5,26,12,7.6,1,26.9,26.8,26.8
14-04-2018,93,81.9,72,77,65.7,54,100,64.9,26,12,7,3,26.9,26.8,26.7
15-04-2018,91,81.8,72,75,65.7,55,100,63.4,31,10,6,2,26.9,26.8,26.8
16-04-2018,91,81.2,72,77,69.2,59,100,72.5,34,18,4.7,0,26.9,26.9,26.8
17-04-2018,93,81.6,72,77,62.7,52,100,58.8,24,12,5.1,0,27,26.9,26.8
18-04-2018,95,83.1,70,73,61.9,52,100,52.9,24,8,4.4,0,26.9,26.9,26.8
19-04-2018,93,83.1,73,75,64.3,55,89,56.5,28,10,5.8,0,26.9,26.8,26.7
20-04-2018,93,80,72,70,63.1,55,88,59.2,28,22,7.8,1,26.9,26.8,26.8
21-04-2018,95,83.1,73,75,65.3,54,100,59.9,26,9,5.3,2,26.9,26.8,26.7
22-04-2018,93,79.2,72,77,67.7,57,100,71.3,31,14,7.5,2,26.9,26.8,26.8
23-04-2018,93,82.4,70,72,62.3,50,100,54.5,23,9,5,0,26.9,26.8,26.8
24-04-2018,90,76.9,72,73,70,61,100,81.7,38,14,6.3,1,26.9,26.8,26.8
25-04-2018,91,79.3,70,75,68.5,59,100,73.1,34,18,6.1,0,26.9,26.8,26.7
26-04-2018,93,78.9,70,77,69,59,100,76.5,32,20,5.9,0,26.9,26.8,26.7
27-04-2018,93,80.4,70,75,64.4,48,100,64.6,23,9,3.5,0,26.9,26.8,26.8
28-04-2018,91,79.8,70,75,64.3,52,100,65.3,26,12,5.6,0,26.9,26.9,26.8
29-04-2018,93,82.1,70,73,65.1,54,100,60.8,26,16,6.2,0,26.9,26.8,26.7
30-04-2018,95,82.6,72,77,65.3,57,100,60.9,28,16,8.5,3,26.9,26.8,26.7
01-05-2018,93,81,72,75,69.4,63,100,71.1,38,16,7.2,1,26.9,26.8,26.7
02-05-2018,91,77.6,68,77,71.9,66,100,84.7,43,31,8.2,0,26.9,26.8,26.8
03-05-2018,90,76.3,66,75,69.2,63,100,82.3,43,22,9.2,0,27,26.8,26.7
04-05-2018,88,75.4,0,72,65.3,0,100,69.1,0,9,4.6,0,26.9,26.8,26.8
05-05-2018,90,80.2,70,75,65.6,54,100,66.5,33,8,4.6,0,26.9,26.9,26.8
06-05-2018,91,80.7,72,77,69.5,59,100,73.4,34,10,4.9,0,26.9,26.9,26.8
07-05-2018,91,81.7,73,77,69.3,57,100,70.6,33,16,6.5,0,26.9,26.8,26.8
08-05-2018,91,79.2,70,77,69.3,59,100,74.8,34,14,7.5,0,26.9,26.8,26.7
09-05-2018,88,76.6,0,75,66.1,0,100,68.7,0,14,6.5,0,26.9,25.7,0
10-05-2018,91,75.9,0,73,67.5,0,100,78,0,21,6.9,2,26.9,26.3,0
11-05-2018,90,77,70,75,70,64,100,83.1,43,23,5.7,1,26.9,26.8,26.8
12-05-2018,90,79.6,68,73,68.6,63,100,72.5,40,12,5.2,0,26.9,26.8,26.8
13-05-2018,90,76.1,70,73,70.4,63,100,85.7,43,17,6.5,0,26.9,26.8,26.8
14-05-2018,88,77.7,70,73,68.4,63,100,75,43,15,5.9,1,26.9,26.8,26.8
15-05-2018,90,77.6,70,73,68.6,59,100,77.5,36,10,5,1,26.9,26.8,26.7
16-05-2018,90,80,72,75,68.5,59,100,71.9,36,10,4.8,0,26.8,26.8,26.7
17-05-2018,91,81,72,75,65.5,55,100,63.9,29,12,5.7,1,26.8,26.8,26.7
18-05-2018,90,75.9,68,75,70.2,63,100,84.7,40,35,6.8,1,26.8,26.8,26.7
19-05-2018,93,79.5,70,73,68.3,59,100,73.7,34,15,6.7,0,26.9,26.8,26.7
20-05-2018,91,78.6,70,73,67.8,59,100,74.8,36,15,6,0,26.8,26.8,26.7
21-05-2018,90,76.5,70,72,69.5,64,100,80.6,46,25,7.2,0,26.8,26.8,26.7
22-05-2018,90,79.8,68,75,68.6,59,100,73,36,8,4.1,0,26.8,26.8,26.7
23-05-2018,90,76.4,68,77,70.3,64,100,83.1,46,14,6.2,0,26.8,26.8,26.7
24-05-2018,90,80.3,68,75,67.9,59,100,70.2,36,10,6.5,1,26.8,26.7,26.7
25-05-2018,88,76.8,70,77,71.1,64,100,86.1,46,16,6.3,2,26.8,26.7,26.6
26-05-2018,90,75,0,77,71.5,0,100,89,0,16,4.2,0,26.8,26.2,0
27-05-2018,88,78.9,72,79,74.1,68,100,87.4,52,12,4.9,1,26.8,26.7,26.6
28-05-2018,90,74.9,0,77,65.4,0,100,68.7,0,12,6.8,2,26.8,26.7,26.6
29-05-2018,88,79,72,77,69.3,57,100,75.9,37,16,12.1,8,26.8,26.7,26.6
30-05-2018,86,76.4,70,79,72.3,70,100,88.6,62,16,9.4,2,26.8,26.7,26.6
31-05-2018,90,80.1,72,79,74,68,100,82.8,55,13,7.3,1,26.8,26.8,26.7
01-06-2018,88,76.8,70,77,73,70,100,89.5,55,15,6.4,1,26.8,26.8,26.7
02-06-2018,82,74.2,68,79,72.3,68,100,94.3,70,21,6.3,1,26.9,26.8,26.7
03-06-2018,84,74.9,70,79,72.5,70,100,93,62,18,8.5,2,26.8,26.8,26.7
04-06-2018,82,73.4,0,75,71.5,0,100,92.7,0,12,8,0,26.8,26.2,0
05-06-2018,86,77.6,72,77,72.5,68,100,85.9,55,14,8.8,3,26.8,26.8,26.7
06-06-2018,86,78.2,72,75,71.8,68,100,82.3,55,16,12.6,6,26.9,26.8,26.7
07-06-2018,84,76.4,72,75,71.5,68,100,86,58,20,15.6,10,26.8,26.8,26.7
08-06-2018,82,75.5,70,75,71.7,68,100,88.9,62,24,17.5,0,26.8,26.7,26.6
09-06-2018,79,73,70,75,71.8,70,100,96.2,78,25,16.3,9,26.7,26.7,26.6
10-06-2018,81,74.2,70,77,73.4,70,100,97.8,83,21,14.3,9,26.8,26.7,26.7
11-06-2018,81,76.1,72,75,73.3,72,100,92.2,74,21,16.5,10,26.8,26.7,26.7
12-06-2018,84,77.8,72,73,71.2,68,100,81.3,58,25,17.6,12,26.8,26.8,26.7
13-06-2018,84,77,70,73,70.3,64,100,82.1,51,21,14,0,26.8,26.8,26.7
14-06-2018,82,76.3,70,75,70.9,63,100,85,51,21,13.3,7,26.8,26.8,26.7
15-06-2018,88,76.8,70,73,69.2,63,100,80.6,43,21,12,2,26.8,26.8,26.7
16-06-2018,88,77.2,70,73,69.2,64,100,79.1,46,20,11.9,7,26.9,26.8,26.8
17-06-2018,86,75.9,70,73,69.9,63,100,83.5,48,26,13.7,8,26.9,26.8,26.8
18-06-2018,86,77,70,73,67.1,57,100,75,37,22,14.8,9,26.8,26.8,26.8
19-06-2018,84,76.1,68,73,68.9,63,100,80.2,48,24,16.3,10,26.8,26.8,26.7
20-06-2018,84,76.7,72,72,69.9,66,100,81,55,23,16.3,9,26.8,26.8,26.7
21-06-2018,82,75.8,70,73,71,66,100,85.8,58,20,13.9,8,26.8,26.8,26.7
22-06-2018,81,74.7,70,73,69.8,66,100,86.5,61,17,13.1,8,26.8,26.8,26.7
23-06-2018,84,74.9,70,75,70.2,64,100,87.1,51,17,12.5,8,26.8,26.8,26.7
24-06-2018,84,75.8,70,72,68.7,63,100,81.1,48,22,14.1,9,26.8,26.8,26.7
25-06-2018,82,75.4,70,72,69.2,64,100,83,54,22,15,7,26.8,26.8,26.7
26-06-2018,84,75.9,68,72,68,61,100,78.8,48,24,16.9,10,26.8,26.7,26.7
27-06-2018,81,74.4,70,73,69.9,66,100,86.7,61,22,16,10,26.8,26.7,26.7
28-06-2018,79,74.2,70,72,68.9,63,100,84.6,57,21,13,2,26.8,26.7,26.7
29-06-2018,82,74.9,68,72,69,64,100,82.9,54,16,11,6,26.8,26.8,26.7
30-06-2018,84,76.5,66,73,67.7,61,100,75.8,45,13,9,1,26.8,26.8,26.7
01-07-2018,81,75.5,68,73,69.2,63,100,82.7,54,12,7.9,1,26.8,26.8,26.7
02-07-2018,88,75.8,70,75,69.3,63,100,82.7,43,21,10,3,26.8,26.8,26.7
03-07-2018,84,76.7,70,73,68.3,63,100,77.8,48,17,12.5,7,26.8,26.8,26.8
04-07-2018,84,75.9,68,72,66.8,61,100,76,45,20,14.1,9,26.9,26.8,26.8
05-07-2018,86,77.5,68,72,64.6,59,100,68.5,40,22,15.6,10,26.8,26.8,26.7
06-07-2018,79,74.6,68,73,69.8,66,100,85.8,65,23,14.4,0,26.8,26.8,26.7
07-07-2018,81,74.5,70,73,70.7,66,100,89.4,61,20,14.4,10,26.8,26.7,26.7
08-07-2018,82,74.2,70,75,71,66,100,91.1,58,18,12.8,0,26.8,26.7,26.6
09-07-2018,84,74.1,70,75,71.1,66,100,91.7,55,24,12.9,0,26.8,26.7,26.7
10-07-2018,81,73,70,75,71.9,68,100,96.7,65,18,11.6,6,26.8,26.8,26.7
11-07-2018,82,72.6,70,75,71.5,70,100,96.7,74,20,13.6,8,26.8,26.8,26.7
12-07-2018,81,73.4,70,75,71.3,68,100,93.6,65,22,14.6,9,26.8,26.7,26.7
13-07-2018,81,72.9,70,75,71.6,70,100,96,70,22,14.7,9,26.8,26.7,26.7
14-07-2018,81,74.5,70,73,71.8,66,100,92.2,61,24,15.8,0,26.7,26.7,26.7
15-07-2018,82,75.8,70,72,69.5,66,100,82.5,58,24,18,13,26.8,26.7,26.6
16-07-2018,82,73.6,70,77,70.3,66,100,90.5,58,24,17.1,12,26.8,26.7,26.7
17-07-2018,82,74.5,68,73,70.6,68,100,88.3,62,24,16.3,8,26.8,26.7,26.7
18-07-2018,84,76.5,68,73,70.1,66,100,82.3,55,25,16.4,10,26.8,26.7,26.7
19-07-2018,82,74.4,70,73,70.8,66,100,89.8,61,22,16.1,0,26.8,26.8,26.7
20-07-2018,81,75.2,70,72,69.7,66,100,84.5,61,26,18.4,14,26.8,26.8,26.7
21-07-2018,81,74.3,70,75,71.4,68,100,91.7,65,21,14.5,10,26.8,26.8,26.8
22-07-2018,84,75.1,70,75,70,63,100,86.3,48,21,14,9,26.8,26.8,26.7
23-07-2018,82,73.6,70,77,71.5,66,100,94,58,20,11.9,5,26.8,26.8,26.7
24-07-2018,82,73.7,68,75,71.5,68,100,93.9,66,17,11.8,8,26.9,26.8,26.8
25-07-2018,81,74.4,68,77,71.8,68,100,92.7,70,17,11.2,6,26.9,26.8,26.8
26-07-2018,82,74.6,70,75,71.6,70,100,91.2,66,16,11.1,3,26.9,26.8,26.8
27-07-2018,81,73.6,70,75,71.5,70,100,93.7,70,18,12.9,7,26.9,26.8,26.8
28-07-2018,81,75.3,68,75,72.5,68,100,91.7,70,17,11.4,6,26.8,26.8,26.7
29-07-2018,82,75.7,70,73,71.6,70,100,88.4,66,15,11.5,7,26.8,26.8,26.7
30-07-2018,82,75.8,70,73,70.8,68,100,85.9,62,16,12.1,9,26.8,26.8,26.7
31-07-2018,82,75.6,70,75,71.1,66,100,87.1,58,21,14.4,9,26.9,26.8,26.7
01-08-2018,81,73.7,68,72,69.2,64,100,86.7,69,22,12.9,7,26.9,26.8,26.8
02-08-2018,82,73.5,70,73,70.9,66,100,92,58,21,9.3,5,26.9,26.8,26.8
03-08-2018,82,74.1,68,73,69.8,64,100,88,54,21,11.8,3,26.9,26.8,26.8
04-08-2018,84,74.7,68,73,69.8,64,100,86.3,51,17,13.1,5,26.9,26.8,26.8
05-08-2018,82,75.5,70,72,68.2,64,100,80,54,23,15.1,8,26.9,26.8,26.8
06-08-2018,84,74.1,68,72,68,59,100,84,42,21,14.5,7,26.8,26.8,26.7
07-08-2018,79,72.8,68,73,69.8,66,100,91.2,65,23,13.9,5,26.8,26.7,26.7
08-08-2018,79,72.7,70,75,71.3,70,100,96,74,17,11.2,7,26.8,26.8,26.7
09-08-2018,84,74.6,70,75,71.2,66,100,90.7,55,21,12.5,8,26.9,26.8,26.8
10-08-2018,81,73.7,70,73,71,70,100,91.5,70,18,13.2,9,26.9,26.8,26.8
11-08-2018,75,70.5,68,72,70.3,68,100,99.1,89,15,11.6,7,26.8,26.8,26.7
